name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YMR093W	0.6667	0.1176	12190.8123	2.0000	12.4553	1
YDR403W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YKR053C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YDR404C	0.6667	0.1667	3016.5294	8.0000	794.4769	1
YDR412W	0.6667	0.0819	150.7064	0.0010	0.0000	1
YDR415C	0.5000	0.0644	4908.9496	0.0010	0.0000	0
YGR129W	1.0000	0.1667	0.0000	3.0000	0.0000	0
YJR050W	0.5000	0.0074	12365.1787	3.0000	0.0005	0
YKL095W	0.6667	0.1176	157.4007	0.0010	0.0000	1
YDR420W	0.1176	0.0672	13427.2018	0.0010	0.0000	1
YOL023W	0.6667	0.0870	25.9132	0.0010	0.0000	0
YOR141C	1.0000	0.1176	0.0000	0.0010	0.0000	0
YOR375C	0.6667	0.0640	341.9897	0.0010	0.0000	0
YDR425W	0.3571	0.0819	14461.2356	1.0000	0.2329	0
YJR110W	0.6667	0.1158	650.1072	0.0010	0.0000	0
YDR427W	1.0000	1.0000	0.0000	0.0010	0.0000	1
YNR059W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YDR429C	0.3810	0.0706	13270.0530	10.0000	125.5084	1
YMR146C	0.7000	0.1569	700.7601	17.0000	1459.1281	1
YPL105C	0.3810	0.0233	11798.4313	2.0000	0.0106	0
YDR431W	1.0000	0.0739	0.0000	0.0010	0.0000	0
YOR160W	0.2857	0.0873	2634.1681	0.0010	0.0000	1
YDR433W	0.6667	0.0249	537.4389	0.0010	0.0000	0
YNL116W	0.3333	0.1159	1332.8432	0.0010	0.0000	0
YDR441C	0.6667	0.1795	82.6192	0.0010	0.0000	0
YML022W	0.5000	0.0137	4528.7238	0.0010	0.0000	0
YDR442W	1.0000	0.2222	0.0000	0.0010	0.0000	0
YDR445C	0.6667	0.0159	1573.4587	0.0010	0.0000	0
YDR446W	0.6667	0.0566	272.8480	0.0010	0.0000	0
YDR464W	0.6667	0.1524	124.7948	0.0010	0.0000	1
YJR021C	0.6667	0.0174	729.4611	0.0010	0.0000	0
YKL196C	0.5238	0.1422	379.2394	9.0000	59.2916	1
YGL208W	1.0000	0.0758	0.0000	8.0000	0.0000	0
YJL089W	1.0000	0.1123	0.0000	2.0000	0.0000	0
YNL257C	1.0000	0.1123	0.0000	0.0010	0.0000	0
YNL221C	0.5000	0.2222	4438.7061	5.0000	676.5289	1
YHR039C	0.6667	0.0837	718.4811	0.0010	0.0000	0
YHR084W	0.7000	0.1341	1072.0363	2.0000	1.9390	1
YDR482C	0.5000	0.0075	3847.2551	0.0010	0.0000	0
YGL028C	0.6667	0.0786	217.5942	0.0010	0.0000	0
YOR276W	0.6667	0.2692	364.6341	5.0000	159.6522	0
YGR245C	0.6667	0.1026	458.7878	0.0010	0.0000	1
YDR488C	0.4895	0.0304	9454.2808	17.0000	19.4778	0
YIL135C	0.6667	0.4476	4383.0000	0.0010	0.0000	0
YFR043C	0.5000	0.0159	1723.8773	0.0010	0.0000	0
YDR490C	0.2222	0.0143	25919.6550	0.0010	0.0000	0
YGR086C	0.5000	0.0220	6053.1990	0.0010	0.0000	0
YHR207C	0.6667	0.2000	4383.0000	0.0010	0.0000	0
YIR044C	1.0000	0.2222	0.0000	0.0010	0.0000	0
YLR466W	1.0000	0.2222	0.0000	0.0010	0.0000	0
YOL100W	1.0000	0.2222	0.0000	0.0010	0.0000	1
YPL004C	0.4000	0.0074	16691.5609	0.0010	0.0000	0
YDR492W	0.6667	0.2222	8764.0000	0.0010	0.0000	0
YJR067C	0.6667	0.5000	4383.0000	0.0010	0.0000	1
YDR498C	1.0000	0.1190	0.0000	8.0000	0.0000	1
YGL145W	0.3571	0.0167	20942.2520	3.0000	0.0158	1
YOR075W	0.5333	0.0869	1259.2373	8.0000	19.5904	1
YER070W	0.6667	0.1957	1330.0228	0.0010	0.0000	1
YML058W	0.5000	0.0159	3675.4199	0.0010	0.0000	0
YDR503C	0.5000	0.0831	409.8561	0.0010	0.0000	0
YKL130C	0.1053	0.0156	44058.0201	0.0010	0.0000	0
YDR506C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YDR513W	1.0000	0.0739	0.0000	0.0010	0.0000	0
YDR514C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YNL173C	0.6667	0.2182	4383.0000	0.0010	0.0000	0
YDR524C	0.6667	0.0210	4383.0000	0.0010	0.0000	0
YOR066W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YDR529C	0.6667	0.0215	309.2374	0.0010	0.0000	0
YHR079C	0.4000	0.0877	1735.3674	0.0010	0.0000	0
YDR534C	0.6667	0.0342	185.9941	0.0010	0.0000	0
YDR536W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YDR541C	1.0000	0.2778	0.0000	0.0010	0.0000	0
YLR025W	0.2778	0.0259	8344.1586	5.0000	0.1308	0
YGL022W	0.8000	0.1868	294.1827	6.0000	61.9143	1
YMR149W	0.5333	0.1714	6031.0582	4.0000	177.7891	1
YPL227C	0.2889	0.1286	7696.9724	0.0010	0.0000	0
YDL069C	1.0000	0.1189	0.0000	0.0010	0.0000	0
YDR149C	0.6282	0.0361	271.5565	0.0010	0.0000	0
YDR276C	0.7857	0.0342	1770.9780	0.0010	0.0000	0
YGL087C	1.0000	0.0473	0.0000	0.0010	0.0000	0
YHL002W	0.1169	0.0323	35038.6451	1.0000	0.0045	0
YHR111W	0.4725	0.0244	5314.5610	0.0010	0.0000	0
YJL190C	0.6071	0.0429	4773.4689	0.0010	0.0000	0
YJR129C	1.0000	0.0775	0.0000	0.0010	0.0000	0
YLL006W	0.5714	0.0655	5615.5388	0.0010	0.0000	0
YLL007C	1.0000	0.0702	0.0000	0.0010	0.0000	0
YLL049W	0.5098	0.0254	4458.8634	0.0010	0.0000	0
YLR089C	1.0000	0.0588	0.0000	0.0010	0.0000	0
YLR212C	0.6944	0.0551	767.6487	8.0000	2.5094	1
YLR292C	0.7333	0.0153	3701.0313	0.0010	0.0000	0
YMR154C	0.3846	0.0208	14469.3517	0.0010	0.0000	0
YMR299C	0.4619	0.0335	1349.1171	0.0010	0.0000	0
YNL294C	0.4545	0.0242	2185.8049	0.0010	0.0000	0
YOL116W	0.6667	0.0790	811.4584	0.0010	0.0000	0
YOR266W	0.6389	0.0579	8765.0000	0.0010	0.0000	0
YPL224C	0.6667	0.1159	531.7436	0.0010	0.0000	0
YPL253C	0.5256	0.0334	19894.2183	0.0010	0.0000	0
YPR050C	0.3056	0.0127	21503.9430	0.0010	0.0000	0
YPR070W	0.5556	0.0312	3905.5382	1.0000	0.0021	0
YEL005C	0.2857	0.0810	5321.5068	0.0010	0.0000	0
YGR107W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YHR145C	0.6667	0.2857	17520.0000	0.0010	0.0000	0
YPL038W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YEL012W	0.6667	0.0240	927.0026	0.0010	0.0000	0
YHR195W	0.6667	0.1176	331.3983	0.0010	0.0000	0
YKL061W	0.2857	0.0161	6893.8270	0.0010	0.0000	0
YLR254C	0.3333	0.0446	2280.5740	0.0010	0.0000	0
YPR185W	0.3333	0.0708	4510.5925	0.0010	0.0000	0
YLR264W	0.6071	0.0257	1812.6237	6.0000	0.1041	0
YEL016C	0.6667	0.2179	148.3723	0.0010	0.0000	0
YEL018W	1.0000	0.0833	0.0000	0.0010	0.0000	0
YEL020C	1.0000	0.2198	0.0000	0.0010	0.0000	0
YEL022W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YJR031C	0.6667	0.2182	4383.0000	0.0010	0.0000	0
YEL036C	0.3810	0.0460	6636.4762	6.0000	2.4447	0
YHR080C	1.0000	0.3810	0.0000	0.0010	0.0000	0
YOL038W	0.5000	0.0899	152.4672	0.0010	0.0000	1
YER012W	0.6667	0.2179	4383.0000	8.0000	3375.7280	1
YER162C	0.2857	0.0383	8519.8483	9.0000	3.8172	0
YGL048C	0.4000	0.0156	9468.6409	7.0000	0.0766	1
YLR441C	0.6667	0.2179	4383.0000	0.0010	0.0000	0
YMR276W	0.6667	0.1544	101.2588	0.0010	0.0000	1
YOR157C	0.4000	0.0165	4111.2721	8.0000	0.0629	1
YEL041W	0.3333	0.0591	13584.1883	0.0010	0.0000	0
YHR115C	0.3333	0.1287	8357.2852	0.0010	0.0000	0
YJR049C	0.6667	0.0167	958.5946	0.0010	0.0000	1
YKL009W	0.6667	0.0793	1594.5191	0.0010	0.0000	0
YOR315W	0.2857	0.0231	19547.1120	0.0010	0.0000	0
YEL042W	0.2857	0.0792	6150.5199	0.0010	0.0000	0
YER073W	0.4000	0.0166	5930.8009	0.0010	0.0000	0
YJL152W	0.6667	0.0214	580.4812	0.0010	0.0000	0
YLR250W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YPR193C	0.5000	0.0177	2265.7390	0.0010	0.0000	0
YEL047C	0.6667	0.0640	288.4782	0.0010	0.0000	0
YBR249C	0.5000	0.0210	4911.3472	0.0010	0.0000	0
YEL048C	0.3333	0.0360	8738.3209	0.0010	0.0000	0
YIL136W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YPR051W	0.6667	0.0368	241.1700	1.0000	0.0003	0
YEL054C	1.0000	0.2222	0.0000	0.0010	0.0000	0
YEL056W	0.6000	0.0442	445.4837	4.0000	0.0651	0
YPL001W	1.0000	0.0758	0.0000	4.0000	0.0000	0
YEL059C-A	1.0000	1.0000	0.0000	1.0000	0.0000	0
YMR150C	1.0000	1.0000	0.0000	1.0000	0.0000	0
YML031C-A	1.0000	0.4000	0.0000	0.0010	0.0000	0
YBR122C	0.5000	0.0134	4565.2705	0.0010	0.0000	0
YDR435C	0.6667	0.2035	2337.7912	0.0010	0.0000	0
YGL168W	0.3636	0.0295	5889.7716	0.0010	0.0000	0
YLR454W	0.6667	0.1916	325.5409	0.0010	0.0000	1
YOL076W	0.6667	0.0752	114.7081	0.0010	0.0000	0
YPL152W	0.3214	0.0192	19709.0606	0.0010	0.0000	0
YEL062W	0.3333	0.0561	2315.9593	0.0010	0.0000	0
YOR138C	0.6667	0.1438	21.1010	0.0010	0.0000	0
YEL063C	0.5000	0.2857	8765.0000	0.0010	0.0000	0
YGR057C	0.4000	0.1087	13732.9891	2.0000	6.1343	0
YPL139C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YIR034C	0.6667	0.1316	594.2604	0.0010	0.0000	0
YNR058W	0.5000	0.2051	566.4378	0.0010	0.0000	0
YOR242C	0.5000	0.1818	553.7268	0.0010	0.0000	0
YEL066W	0.3810	0.0158	5470.1639	0.0010	0.0000	0
YPL112C	0.6667	0.0831	563.1867	0.0010	0.0000	0
YLR225C	0.6667	0.2222	331.8336	0.0010	0.0000	0
YPR110C	0.3333	0.0340	8949.5027	9.0000	2.8934	1
YEL070W	0.6667	0.0075	2474.0266	0.0010	0.0000	0
YEL077C	0.6667	0.4246	155.3226	0.0010	0.0000	0
YFR053C	0.6667	0.0210	331.9755	0.0010	0.0000	0
YER006W	0.1421	0.0539	30464.8208	0.0010	0.0000	1
YCR072C	0.6667	0.0164	3550.4995	0.0010	0.0000	1
YDL031W	1.0000	0.1421	0.0000	0.0010	0.0000	1
YDR101C	1.0000	0.1421	0.0000	0.0010	0.0000	0
YGR103W	0.1567	0.0545	40033.0910	13.0000	121.6666	1
YHR052W	1.0000	0.0975	0.0000	1.0000	0.0000	1
YHR197W	0.5000	0.0250	6926.7482	0.0010	0.0000	1
YLR106C	1.0000	0.1421	0.0000	0.0010	0.0000	1
YMR049C	0.4667	0.0072	31173.8141	0.0010	0.0000	1
YNL002C	0.8333	0.0837	49.4509	1.0000	0.0020	1
YNL061W	0.6667	0.0975	49.4509	0.0010	0.0000	1
YOR206W	0.5000	0.0204	8108.9803	0.0010	0.0000	1
YPL093W	0.8333	0.0837	49.4509	3.0000	0.0545	1
YPL211W	0.3810	0.0573	11220.8611	1.0000	0.0461	1
YJL120W	1.0000	0.5435	0.0000	0.0010	0.0000	0
YFL005W	0.3636	0.0597	2012.2266	0.0010	0.0000	1
YOR122C	0.2308	0.0108	15106.4093	8.0000	0.0242	1
YER009W	0.6667	0.5000	1.0000	0.0010	0.0000	1
YDL202W	0.6667	0.0248	3006.5500	0.0010	0.0000	0
YER004W	0.6667	0.0592	1375.4500	0.0010	0.0000	0
YER011W	0.6667	0.0486	338.1253	0.0010	0.0000	0
YFR050C	1.0000	0.6667	0.0000	7.0000	0.0000	1
YDR159W	0.5000	0.0725	360.8143	0.0010	0.0000	0
YDR359C	0.4667	0.0377	613.5902	0.0010	0.0000	0
YLR190W	0.2500	0.0366	11442.3712	0.0010	0.0000	0
YNL136W	0.6667	0.0424	20.3486	0.0010	0.0000	0
YNL170W	1.0000	0.1343	0.0000	0.0010	0.0000	0
YNL201C	0.1333	0.0258	27085.0733	1.0000	0.0016	0
YPR164W	0.6667	0.1047	27.4408	0.0010	0.0000	0
YER018C	0.6190	0.0885	134.5030	24.0000	70.5953	1
YER104W	0.6667	0.0498	215.9074	0.0010	0.0000	1
YPR065W	0.6667	0.0664	43.1922	0.0010	0.0000	0
YAL056W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YOR371C	0.6667	0.0535	1987.2927	0.0010	0.0000	0
YBL065W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YBR047W	0.6667	0.0240	1310.9892	0.0010	0.0000	0
YFR038W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YGL027C	0.1961	0.0219	29533.5346	0.0010	0.0000	0
YGL261C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YGR090W	1.0000	0.0252	0.0000	0.0010	0.0000	1
YGR218W	0.0615	0.0152	89243.0824	4.0000	0.0185	1
YGR243W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YHL044W	0.4000	0.0089	17284.7108	0.0010	0.0000	0
YHL045W	0.4000	0.0121	9034.2364	0.0010	0.0000	0
YHR116W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YIL078W	1.0000	0.0252	0.0000	0.0010	0.0000	1
YJL142C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YJR148W	0.6667	0.0211	368.1972	0.0010	0.0000	0
YKL051W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YKL063C	0.6667	0.0234	886.5470	0.0010	0.0000	0
YKL143W	0.4000	0.0075	11655.4200	3.0000	0.0004	0
YKR093W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YLL020C	0.5000	0.0246	8765.0000	0.0010	0.0000	0
YLL065W	0.6667	0.0061	6466.6556	0.0010	0.0000	0
YLR175W	0.4000	0.0114	12827.9324	1.0000	0.0001	1
YLR331C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YML055W	0.3333	0.0221	2604.2048	3.0000	0.0056	0
YML082W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YMR039C	0.4000	0.0090	16253.6891	0.0010	0.0000	0
YMR042W	0.6667	0.0241	1106.8460	4.0000	0.0159	0
YMR058W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YMR087W	0.6667	0.0238	626.2301	0.0010	0.0000	0
YMR114C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YMR118C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YMR181C	0.3333	0.0112	5492.5294	0.0010	0.0000	0
YMR244W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YMR293C	0.6667	0.0064	4569.0243	0.0010	0.0000	0
YNL006W	0.3455	0.0198	15328.0121	12.0000	1.3982	1
YNL073W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YNL159C	0.6667	0.0203	1847.0603	0.0010	0.0000	0
YNL210W	0.6667	0.0235	4102.9800	1.0000	0.0008	0
YNL211C	1.0000	0.0252	0.0000	0.0010	0.0000	0
YNL235C	0.5000	0.0172	3987.9957	0.0010	0.0000	0
YNL281W	0.3333	0.0325	8202.5365	0.0010	0.0000	0
YNL288W	0.4286	0.0207	22748.3438	1.0000	0.0018	0
YNL301C	0.6667	0.0144	6546.4296	0.0010	0.0000	0
YNR001C	0.6667	0.0139	2264.7660	0.0010	0.0000	0
YNR071C	0.5000	0.0055	8723.8844	0.0010	0.0000	0
YOL022C	1.0000	0.0252	0.0000	0.0010	0.0000	1
YOL042W	0.6667	0.0253	243.8196	0.0010	0.0000	0
YOL106W	0.5000	0.0240	806.3198	0.0010	0.0000	0
YOR028C	0.2000	0.0115	17230.7275	0.0010	0.0000	0
YOR072W	1.0000	0.0252	0.0000	0.0010	0.0000	0
YOR143C	1.0000	0.0252	0.0000	0.0010	0.0000	1
YOR187W	0.6667	0.0250	404.4413	0.0010	0.0000	0
YOR303W	0.3333	0.0064	15479.1768	0.0010	0.0000	0
YOR336W	1.0000	0.0252	0.0000	0.0010	0.0000	1
YOR388C	0.6667	0.0123	7791.2852	0.0010	0.0000	0
YPL053C	0.6667	0.0207	891.8610	0.0010	0.0000	0
YPL098C	1.0000	0.0137	0.0000	0.0010	0.0000	0
YOL142W	1.0000	0.6667	0.0000	0.0010	0.0000	1
YLR220W	1.0000	0.2222	0.0000	0.0010	0.0000	1
YNL187W	0.6667	0.1250	367.8779	0.0010	0.0000	0
YER031C	0.2000	0.0316	7020.9388	0.0010	0.0000	0
YGL210W	1.0000	0.2000	0.0000	0.0010	0.0000	0
YNL146W	0.6667	0.0074	497.6025	0.0010	0.0000	0
YPL192C	0.3810	0.0174	6237.5700	0.0010	0.0000	0
YPR017C	0.3214	0.0235	5284.9964	0.0010	0.0000	0
YLR456W	0.2500	0.0431	14997.5869	0.0010	0.0000	0
YER036C	0.5000	0.0075	5737.7736	0.0010	0.0000	1
YML023C	0.5000	0.3333	4475.0036	1.0000	27.6235	1
YER039C	0.5000	0.0262	1738.3114	0.0010	0.0000	0
YMR119W	0.5000	0.0837	346.2808	0.0010	0.0000	0
YER040W	0.6667	0.0559	464.9409	0.0010	0.0000	0
YER045C	0.5000	0.1095	638.5333	0.0010	0.0000	0
YER047C	0.4000	0.0774	1855.9021	0.0010	0.0000	0
YER048C	0.5000	0.1818	437.7967	0.0010	0.0000	0
YPR020W	0.5000	0.0173	3481.5963	0.0010	0.0000	0
YER049W	0.5000	0.0523	5564.1976	0.0010	0.0000	0
YER051W	0.5000	0.0204	4959.1741	0.0010	0.0000	0
YER081W	0.0213	0.0205	334149.9448	1.0000	0.0012	0
YLR121C	0.5000	0.0246	1602.3233	0.0010	0.0000	0
YMR310C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YER052C	0.2857	0.0601	11505.8761	0.0010	0.0000	0
YER037W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YIR014W	0.6667	0.0708	623.8696	0.0010	0.0000	0
YKR079C	1.0000	0.2857	0.0000	0.0010	0.0000	1
YER053C	0.6667	0.0435	775.0810	0.0010	0.0000	0
YLR326W	0.6667	0.3333	42.2808	0.0010	0.0000	0
YER056C-A	0.6667	0.1739	682.7143	0.0010	0.0000	0
YER059W	0.2500	0.0446	5920.6676	1.0000	0.0059	0
YDL224C	0.4000	0.0176	1978.9679	0.0010	0.0000	0
YER156C	0.5000	0.0968	359.5115	0.0010	0.0000	0
YJL084C	0.5000	0.1091	2044.4651	0.0010	0.0000	0
YOR392W	0.6667	0.0198	764.4406	0.0010	0.0000	0
YER061C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YPL073C	0.5000	0.1359	4405.9444	0.0010	0.0000	0
YER062C	0.6667	0.0581	1328.2560	0.0010	0.0000	0
YPL201C	0.6667	0.3333	38.6172	0.0010	0.0000	0
YER063W	0.2857	0.0114	12930.6593	0.0010	0.0000	0
YNL157W	0.4000	0.0726	972.0555	0.0010	0.0000	0
YPL212C	0.5000	0.1107	1706.6491	0.0010	0.0000	0
YPR125W	1.0000	0.3333	0.0000	0.0010	0.0000	1
YGL062W	0.6667	0.4000	58.4368	0.0010	0.0000	0
YER066W	0.5000	0.1010	4528.6463	0.0010	0.0000	0
YER069W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YLR214W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YCL007C	1.0000	0.2000	0.0000	0.0010	0.0000	0
YDR366C	0.6667	0.2286	10.8521	0.0010	0.0000	0
YPL032C	0.5000	0.0075	3447.8915	0.0010	0.0000	0
YPL257W	0.6667	0.3333	10.5916	0.0010	0.0000	0
YER077C	0.6667	0.2000	129.4180	0.0010	0.0000	0
YFR015C	0.3333	0.0449	5113.3308	0.0010	0.0000	0
YGR091W	1.0000	0.4000	0.0000	0.0010	0.0000	1
YER079W	0.5000	0.0162	6421.4371	0.0010	0.0000	0
YAL060W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YBR018C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YBR042C	0.5000	0.0166	2323.0274	0.0010	0.0000	0
YBR065C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YBR168W	1.0000	0.0213	0.0000	0.0010	0.0000	1
YBR240C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YBR241C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YBR243C	1.0000	0.0213	0.0000	0.0010	0.0000	1
YDL105W	1.0000	0.0213	0.0000	0.0010	0.0000	1
YDL168W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR005C	0.5000	0.0058	9858.3881	0.0010	0.0000	0
YDR012W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR194C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR266C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR306C	0.6667	0.0203	581.8068	0.0010	0.0000	0
YDR331W	1.0000	0.0213	0.0000	0.0010	0.0000	1
YDR343C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR483W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YDR512C	0.6667	0.0348	867.4635	0.0010	0.0000	0
YDR528W	0.5000	0.0099	11893.2024	0.0010	0.0000	0
YDR531W	1.0000	0.0213	0.0000	0.0010	0.0000	1
YER145C	0.5000	0.0206	4545.2773	0.0010	0.0000	0
YFL016C	0.3333	0.0152	8778.3260	0.0010	0.0000	0
YFR017C	0.4000	0.0098	13206.3703	0.0010	0.0000	0
YGL039W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YGL096W	0.5000	0.0122	11771.1994	0.0010	0.0000	0
YGL110C	0.4000	0.0172	8853.9320	0.0010	0.0000	0
YGL135W	0.3333	0.0071	17644.6188	6.0000	0.0032	0
YGR020C	0.5333	0.0153	8701.6613	0.0010	0.0000	0
YGR084C	0.6667	0.0210	4383.0000	0.0010	0.0000	0
YGR210C	0.6667	0.0251	1763.4111	0.0010	0.0000	0
YGR293C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YIL044C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YIL074C	0.3333	0.0098	10648.6362	1.0000	0.0000	0
YKR073C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YLR151C	0.5000	0.0170	2294.8662	0.0010	0.0000	0
YNL054W-B	0.5000	0.0185	6972.3188	0.0010	0.0000	0
YNR042W	0.6667	0.0280	652.4092	0.0010	0.0000	0
YOR150W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YOR167C	0.2286	0.0057	64135.6561	6.0000	0.0034	0
YOR189W	0.6667	0.0059	4764.6281	0.0010	0.0000	0
YOR222W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YOR246C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YOR258W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YOR263C	0.6667	0.0147	3237.7392	0.0010	0.0000	0
YOR300W	0.6667	0.0305	358.0479	0.0010	0.0000	0
YOR318C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YOR362C	0.4000	0.0097	13158.2621	0.0010	0.0000	1
YOR387C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YPL213W	0.2857	0.0145	11155.2631	5.0000	0.0176	1
YPL229W	0.5000	0.0196	2390.4002	0.0010	0.0000	0
YPL233W	1.0000	0.0213	0.0000	0.0010	0.0000	1
YPR016C	0.6667	0.0196	5898.4260	0.0010	0.0000	1
YPR038W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YPR059C	1.0000	0.0213	0.0000	0.0010	0.0000	0
YPR126C	0.3333	0.0082	11431.6217	0.0010	0.0000	0
YPR134W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YPR149W	1.0000	0.0213	0.0000	0.0010	0.0000	0
YER082C	0.5000	0.0796	4495.6628	0.0010	0.0000	1
YJL135W	0.6667	0.3333	78.9795	0.0010	0.0000	0
YER126C	0.5000	0.0782	3766.0905	3.0000	1.9036	1
YPR175W	0.5000	0.1100	1637.6115	3.0000	3.2368	1
YDL036C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YMR233W	0.6667	0.1380	102.9356	0.0010	0.0000	0
YPL238C	1.0000	0.3316	0.0000	0.0010	0.0000	1
YPR011C	1.0000	0.3316	0.0000	0.0010	0.0000	0
YER099C	0.5000	0.1027	1429.5346	0.0010	0.0000	0
YKL181W	0.6000	0.1789	502.1846	0.0010	0.0000	0
YER100W	0.5000	0.2000	345.9130	0.0010	0.0000	0
YJR077C	0.6667	0.0280	1926.2008	0.0010	0.0000	0
YER102W	0.5000	0.1368	4483.3172	0.0010	0.0000	0
YDR459C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YER103W	0.4000	0.1471	17525.0000	0.0010	0.0000	0
YDR068W	0.6667	0.3333	4383.0000	0.0010	0.0000	0
YGL065C	1.0000	0.4000	0.0000	0.0010	0.0000	1
YER106W	1.0000	0.1355	0.0000	2.0000	0.0000	1
YHL008C	0.6667	0.1262	189.8514	0.0010	0.0000	0
YER110C	0.5000	0.0722	1045.9268	0.0010	0.0000	0
YDL145C	1.0000	0.1422	0.0000	0.0010	0.0000	1
YDR452W	0.5000	0.0187	5027.9661	0.0010	0.0000	0
YIL029C	1.0000	0.1422	0.0000	0.0010	0.0000	0
YJR138W	1.0000	0.0650	0.0000	0.0010	0.0000	0
YKL209C	1.0000	0.0811	0.0000	0.0010	0.0000	0
YLL032C	0.6667	0.1308	1694.1875	1.0000	0.3303	0
YLR269C	0.5000	0.0074	8400.8099	0.0010	0.0000	0
YNL091W	0.2500	0.0519	16536.5413	0.0010	0.0000	0
YOR219C	1.0000	0.1422	0.0000	0.0010	0.0000	0
YDL204W	0.5000	0.0873	5170.6398	0.0010	0.0000	0
YLR096W	1.0000	0.1000	0.0000	0.0010	0.0000	0
YNL139C	1.0000	0.1000	0.0000	0.0010	0.0000	0
YER119C	0.5000	0.0128	5992.7732	0.0010	0.0000	0
YKL055C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YER176W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YHR003C	0.5000	0.0076	1417.9377	0.0010	0.0000	0
YMR275C	0.5000	0.0336	622.9900	2.0000	0.0032	0
YOR340C	1.0000	0.1417	0.0000	0.0010	0.0000	1
YHR204W	0.3333	0.1397	1781.7219	0.0010	0.0000	0
YER128W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YER129W	0.6667	0.1200	93.0309	0.0010	0.0000	0
YLR420W	0.6667	0.0075	1316.0611	0.0010	0.0000	0
YHR100C	1.0000	0.1212	0.0000	0.0010	0.0000	0
YER136W	0.4000	0.0146	7260.5796	0.0010	0.0000	1
YER140W	0.5000	0.1429	3284.9829	0.0010	0.0000	0
YDL054C	0.6667	0.2500	153.3966	0.0010	0.0000	0
YER143W	0.4000	0.1192	633.2039	0.0010	0.0000	0
YOR034C	0.5000	0.1429	170.3829	0.0010	0.0000	0
YIL056W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YJL001W	0.5000	0.0183	1928.9083	0.0010	0.0000	1
